Year,Month,Country,Energy_Source,Production (TWh),Consumption (TWh),CO2_Emissions (Million Tonnes),Renewable_Share (%),Fossil_Fuel_Share (%),Nuclear_Share (%)
2022,May,Russia,Nuclear,3653,3982.020944,202,2.89,19.07,78.04
2022,May,Russia,Oil,981,992.6350273,4102,2.75,58.79,38.47
2022,May,Russia,Gas,3942,4163.496895,5257,3.46,74.8,21.74
2022,May,Japan,Solar,2968,2732.68305,14,24.28,18.34,57.38
2022,May,Japan,Wind,385,395.9167061,276,69.35,14.9,15.75
2022,May,Japan,Coal,3497,3348.134293,2570,4.33,38.65,57.02
2022,May,Japan,Hydro,1985,2156.130435,68,60.44,19.59,19.96
2022,May,Japan,Nuclear,1935,2018.628178,420,6.14,19.18,74.69
2022,May,Japan,Oil,3072,3375.374194,5365,6,47.04,46.95
2022,May,Japan,Gas,1418,1369.008187,7853,4.59,45.11,50.3
2022,May,France,Solar,3534,3591.625739,146,32.6,11.91,55.48
2022,May,France,Wind,3288,3301.291864,268,28.98,11.36,59.66
2022,May,France,Coal,722,664.7105721,630,5.24,64.33,30.43
2022,May,France,Hydro,351,372.4761564,348,18.54,11.93,69.53
2022,May,France,Nuclear,3495,3180.463156,292,9.59,16.02,74.39
2022,May,France,Oil,2578,2678.372744,7936,4.15,34.94,60.91
2022,May,France,Gas,1954,2090.292555,6429,8.36,78.87,12.77
2022,May,Canada,Solar,2763,2564.70835,60,5.59,8.53,85.88
2022,May,Canada,Wind,2454,2557.524266,484,15.83,12.93,71.25
2022,May,Canada,Coal,3271,3138.878879,1182,7.9,42.91,49.19
2022,May,Canada,Hydro,1642,1652.450841,376,56.76,11.48,31.76
2022,May,Canada,Nuclear,3866,4161.140238,382,7.13,9.1,83.77
2022,May,Canada,Oil,1611,1503.750065,7696,4.42,68.82,26.76
2022,May,Canada,Gas,1650,1591.358166,2156,5.44,74.39,20.17
2022,May,South Korea,Solar,843,917.3961319,408,49.13,18.1,32.77
2022,May,South Korea,Wind,134,131.6620503,475,61.21,11.68,27.11
2022,May,South Korea,Coal,1798,1633.708753,2719,7.59,87.19,5.23
2022,May,South Korea,Hydro,229,219.9491692,239,32.81,9.96,57.23
2022,May,South Korea,Nuclear,3267,3307.938202,430,8.2,17.38,74.43
2022,May,South Korea,Oil,1569,1643.669689,6711,3.11,49.24,47.65
2022,May,South Korea,Gas,966,1036.600961,1881,2.11,52.92,44.97
2022,May,Australia,Solar,964,978.5986821,228,47.22,6.1,46.69
2022,May,Australia,Wind,2124,2213.220467,298,25.13,19.57,55.3
2022,May,Australia,Coal,3545,3869.900081,3357,9.41,61.27,29.32
2022,May,Australia,Hydro,2138,2225.706382,402,40.36,10.88,48.77
2022,May,Australia,Nuclear,3911,3981.631934,459,3.43,11.9,84.67
2022,May,Australia,Oil,659,639.7922221,6008,2.72,56.96,40.33
2022,May,Australia,Gas,1805,1950.063632,5267,2.87,41.02,56.1
2022,June,USA,Solar,1501,1648.338567,466,5.64,15.17,79.19
2022,June,USA,Wind,2390,2304.7903,474,25.87,8.37,65.76
2022,June,USA,Coal,1816,1809.416413,4775,6.26,54.55,39.19
2022,June,USA,Hydro,2026,2024.199166,22,50.51,13.22,36.27
2022,June,USA,Nuclear,3877,4016.68276,67,4.74,7.91,87.36
2022,June,USA,Oil,547,596.1037347,804,9.11,54.23,36.66
2022,June,USA,Gas,3731,3669.325018,1474,8.71,74.9,16.39
2022,June,China,Solar,1486,1602.16269,28,14.1,10.22,75.67
2022,June,China,Wind,141,141.31854,225,18.79,18.67,62.54
2022,June,China,Coal,4490,4487.822479,2225,2.91,66.89,30.21
2022,June,China,Hydro,1336,1377.042709,351,39.14,8.12,52.74
2022,June,China,Nuclear,1247,1276.252394,472,2.2,10.52,87.28
2022,June,China,Oil,1969,2105.872691,3420,4.44,75.31,20.25
2022,June,China,Gas,3290,3464.119127,5262,5.72,83.66,10.62
2022,June,Germany,Solar,3833,3646.174338,387,18.94,6.11,74.95
2022,June,Germany,Wind,4698,4670.083053,354,69.52,15.19,15.29
2022,June,Germany,Coal,2003,1947.83555,3757,8.44,64.15,27.41
2022,June,Germany,Hydro,1430,1458.604141,197,33.09,13.08,53.83
2022,June,Germany,Nuclear,3147,3292.162878,355,7.15,15.95,76.9
2022,June,Germany,Oil,2815,2783.69372,816,4.23,69.09,26.68
2022,June,Germany,Gas,1275,1210.048974,108,4.13,57.71,38.16
2022,June,India,Solar,1658,1563.501484,358,9.78,8.34,81.88
2022,June,India,Wind,4121,4345.022067,348,50.84,13.51,35.64
2022,June,India,Coal,2393,2290.234049,5500,0.15,51.17,48.68
2022,June,India,Hydro,1415,1535.171331,377,24.36,11.84,63.8
2022,June,India,Nuclear,1502,1591.725686,265,9.92,5.58,84.5
2022,June,India,Oil,3468,3255.075194,714,8.79,34.29,56.93
2022,June,India,Gas,3857,3839.944856,5631,1.33,37.98,60.69
2022,June,Brazil,Solar,4181,4133.400095,266,22.14,5.98,71.89
2022,June,Brazil,Wind,3992,3853.334093,236,48.04,6.74,45.22
2022,June,Brazil,Coal,4576,4408.287022,3660,9.4,75.72,14.87
2022,June,Brazil,Hydro,2665,2418.517385,215,66.76,13.68,19.56
2022,June,Brazil,Nuclear,3921,4273.578004,259,2.31,12.64,85.05
2022,June,Brazil,Oil,3195,3046.652904,2363,3.95,52.35,43.71
2022,June,Brazil,Gas,4338,4057.801154,2730,3.64,81.14,15.22
2022,June,UK,Solar,4013,3728.330988,379,28.67,8.15,63.18
2022,June,UK,Wind,945,998.5288554,61,19.61,7.93,72.46
2022,June,UK,Coal,3084,3254.953026,1997,7.52,34.75,57.73
2022,June,UK,Hydro,1177,1195.740406,309,59.07,7.62,33.31
2022,June,UK,Nuclear,1222,1103.555512,479,7.23,9.82,82.95
2022,June,UK,Oil,4609,4290.12701,4993,0.31,47,52.7
2022,June,UK,Gas,4676,4525.514736,5492,1.86,86.07,12.07
2022,June,Russia,Solar,3994,4157.781576,438,21.39,8.91,69.7
2022,June,Russia,Wind,1154,1174.209257,386,66.64,8.37,24.99
2022,June,Russia,Coal,1834,1832.435156,4072,4.34,42.14,53.53
2022,June,Russia,Hydro,1856,1782.115504,281,15.67,11.64,72.69
2022,June,Russia,Nuclear,2143,2339.746257,73,4.82,9.76,85.42
2022,June,Russia,Oil,1482,1532.189761,605,2.2,30.53,67.27
2022,June,Russia,Gas,1094,1173.378134,2304,7.87,50.34,41.8
2022,June,Japan,Solar,729,675.1558054,254,17.75,15.07,67.18
2022,June,Japan,Wind,3746,3854.479367,446,59.42,6,34.58
2022,June,Japan,Coal,3259,3321.051478,5466,0.89,47.48,51.64
2022,June,Japan,Hydro,1693,1625.602441,332,43.74,14.67,41.6
2022,June,Japan,Nuclear,2603,2528.232693,172,8.33,15.58,76.08
2022,June,Japan,Oil,2812,2888.181118,1346,7,42.1,50.89
2022,June,Japan,Gas,2885,2981.053303,2663,0.55,87.28,12.17
2022,June,France,Solar,4267,4537.203938,163,37.91,5.38,56.71
2022,June,France,Wind,108,101.1797886,47,39.08,8.43,52.49
2022,June,France,Coal,3526,3215.623587,2952,2.55,60.4,37.04
2022,June,France,Hydro,1824,1848.421849,143,47.31,12.13,40.56
2022,June,France,Nuclear,4051,3971.349699,361,8.69,9.37,81.94
2022,June,France,Oil,1295,1190.665653,2739,5.87,83.35,10.78
2022,June,France,Gas,4531,4965.163496,3458,5.01,52.5,42.49
2022,June,Canada,Solar,438,403.3518336,270,23.24,13.35,63.41
2022,June,Canada,Wind,1109,1178.66004,457,31.73,11.91,56.36
2022,June,Canada,Coal,4349,4008.165341,4212,4.32,79.01,16.67
2022,June,Canada,Hydro,259,235.1038808,438,46.97,17.69,35.34
2022,June,Canada,Nuclear,2155,2252.817117,474,9.9,16.17,73.93
2022,June,Canada,Oil,2678,2573.08132,5302,8.34,54.31,37.36
2022,June,Canada,Gas,1717,1573.262268,7285,0.81,53.24,45.95
2022,June,South Korea,Solar,1221,1224.333982,181,54.13,14.67,31.19
2022,June,South Korea,Wind,2238,2049.960415,198,16.39,15.36,68.25
2022,June,South Korea,Coal,2020,1963.758514,7187,5.31,48.16,46.52
2022,June,South Korea,Hydro,2427,2289.116404,284,67.13,17.01,15.87
2022,June,South Korea,Nuclear,2176,2214.628119,480,7.92,12.42,79.66
2022,June,South Korea,Oil,3126,2913.665972,3002,4.15,80.53,15.32
2022,June,South Korea,Gas,3964,3710.318306,3696,6.51,42.15,51.34
2022,June,Australia,Solar,4143,4440.505789,437,39.81,5.9,54.28
2022,June,Australia,Wind,1837,1877.128406,151,35.23,19.56,45.2
2022,June,Australia,Coal,3203,2889.153188,3155,7.5,42.89,49.61
2022,June,Australia,Hydro,4692,5089.139172,106,42.51,18.09,39.4
2022,June,Australia,Nuclear,1518,1375.920681,204,2.09,16.63,81.28
2022,June,Australia,Oil,142,133.2539926,3000,5.91,81.5,12.59
2022,June,Australia,Gas,4561,4107.602594,7576,6.62,48.66,44.72
2022,July,USA,Solar,4834,5268.258044,20,8.78,18.94,72.28
2022,July,USA,Wind,960,1052.483425,40,16.15,16.57,67.28
2022,July,USA,Coal,4298,4029.076025,4092,8.75,81.53,9.73
2022,July,USA,Hydro,1004,936.2608938,51,41.21,17.79,41
2022,July,USA,Nuclear,579,566.8163936,398,4.85,10.31,84.84
2022,July,USA,Oil,1647,1607.093062,6531,1.5,64.61,33.89
2022,July,USA,Gas,2792,2915.790798,569,3.91,86.79,9.3
2022,July,China,Solar,4612,4297.238301,429,53.11,11.72,35.17
2022,July,China,Wind,940,984.4914662,421,50.78,8.79,40.43
2022,July,China,Coal,1722,1743.049639,5039,3.57,47.99,48.44
2022,July,China,Hydro,1369,1480.189482,296,7.8,18.05,74.15
2022,July,China,Nuclear,3190,3382.275495,124,6.15,17.74,76.12
2022,July,China,Oil,1557,1587.014419,4970,3.59,85.6,10.8
2022,July,China,Gas,3904,3917.93362,1930,5.64,61.98,32.38
2022,July,Germany,Solar,1410,1435.730499,136,19.45,13.17,67.38
2022,July,Germany,Wind,1160,1247.445192,396,69.59,6.38,24.03
2022,July,Germany,Coal,536,576.1975407,7514,5.22,41.61,53.17
2022,July,Germany,Hydro,2110,2301.172826,59,8.28,14.99,76.73
2022,July,Germany,Nuclear,2349,2445.878861,62,5.66,7.24,87.09
2022,July,Germany,Oil,1130,1038.120584,7914,0.15,46.38,53.47
2022,July,Germany,Gas,3742,3680.629898,3183,7.99,86.71,5.3
2022,July,India,Solar,1821,1921.269998,196,62.67,8.89,28.45
2022,July,India,Wind,4250,4138.118331,50,25.23,12.36,62.42
2022,July,India,Coal,4007,3931.927278,2411,7.67,74.97,17.36
2022,July,India,Hydro,1618,1736.386565,392,43.71,11.74,44.55
2022,July,India,Nuclear,54,52.62062029,154,7.55,6.33,86.12
2022,July,India,Oil,4270,4537.39171,6600,6.51,43.28,50.2
2022,July,India,Gas,102,98.62876805,969,2.24,63.12,34.63
2022,July,Brazil,Solar,1350,1461.131159,92,67.63,11.66,20.71
2022,July,Brazil,Wind,2501,2257.536924,348,22.8,6.97,70.23
2022,July,Brazil,Coal,1036,945.0747877,3590,3.3,52.9,43.81
2022,July,Brazil,Hydro,4126,4306.257905,45,35.57,16.54,47.89
2022,July,Brazil,Nuclear,580,574.2452489,113,6.89,16.12,76.99
2022,July,Brazil,Oil,3374,3354.155357,4850,4.71,48.87,46.42
2022,July,Brazil,Gas,57,51.42593746,5910,9.89,46.35,43.75
2022,July,UK,Solar,4101,3728.66624,128,28.54,16.01,55.45
2022,July,UK,Wind,2766,2926.059282,396,6.57,18.47,74.97
2022,July,UK,Coal,2988,2814.388967,5158,4.34,64.17,31.49
2022,July,UK,Hydro,4809,5220.858914,361,65.81,19.25,14.94
2022,July,UK,Nuclear,4009,4206.308673,376,3.68,14.69,81.62
2022,July,UK,Oil,484,437.3576911,6625,6.42,68.61,24.97
2022,July,UK,Gas,1149,1137.037167,489,4.11,81.97,13.93
2022,July,Russia,Solar,1404,1354.572491,199,66.11,10.73,23.16
2022,July,Russia,Wind,4550,4377.036217,488,47.94,10.47,41.59
2022,July,Russia,Coal,1160,1221.946907,7418,1.16,42.27,56.57
2022,July,Russia,Hydro,3199,2892.035169,489,14.58,7.4,78.02
2022,July,Russia,Nuclear,2119,2238.549748,114,0.22,14.14,85.63
2022,July,Russia,Oil,221,218.0626944,6006,8.32,48.59,43.09
2022,July,Russia,Gas,1468,1543.421027,853,6.63,70.33,23.05
2022,July,Japan,Solar,3060,3220.224816,177,27.75,13.7,58.54
2022,July,Japan,Wind,4994,4703.095387,121,45.69,11.25,43.06
2022,July,Japan,Coal,393,370.2483769,3181,5.62,65.59,28.8
2022,July,Japan,Hydro,1582,1613.709169,127,22.79,7.62,69.59
2022,July,Japan,Nuclear,964,906.052097,493,7.96,13.76,78.29
2022,July,Japan,Oil,3129,3020.004426,2358,0.91,70.03,29.06
2022,July,Japan,Gas,135,140.0139824,5853,6.08,39.21,54.72
2022,July,France,Solar,181,185.4029907,394,17.26,13.54,69.2
2022,July,France,Wind,2854,2755.303832,187,24.62,12.69,62.69
2022,July,France,Coal,4557,4456.405152,4481,7.61,89.28,3.11
2022,July,France,Hydro,4176,4123.791181,449,19.84,5.37,74.79
2022,July,France,Nuclear,577,634.4648224,405,7.1,14.92,77.98
2022,July,France,Oil,753,803.6910231,1022,0.57,33.15,66.28
2022,July,France,Gas,985,1070.069667,5478,0.66,54.09,45.26
2022,July,Canada,Solar,4747,4740.89801,165,31.88,11.35,56.77
2022,July,Canada,Wind,3321,3615.089163,294,46.37,10.91,42.72
2022,July,Canada,Coal,2700,2759.234527,842,8.35,63.5,28.15
2022,July,Canada,Hydro,4452,4461.096268,488,35.08,13.16,51.76
2022,July,Canada,Nuclear,2580,2331.968296,71,8.74,7.57,83.69
2022,July,Canada,Oil,302,290.9692889,728,3.51,51.67,44.82
2022,July,Canada,Gas,1751,1769.831639,4178,9.83,64.78,25.39
2022,July,South Korea,Solar,2936,3171.265527,414,6.62,10.65,82.73
2022,July,South Korea,Wind,4906,4807.715609,39,22.75,9.54,67.71
2022,July,South Korea,Coal,4637,4486.894317,7169,7.27,83.69,9.04
2022,July,South Korea,Hydro,1150,1082.027346,447,62.3,12.99,24.71
2022,July,South Korea,Nuclear,3134,2876.99149,181,6.64,8.69,84.67
2022,July,South Korea,Oil,3166,3125.649745,1414,6.04,79,14.95
2022,July,South Korea,Gas,4079,3727.498975,3285,2.45,87.95,9.6
2022,July,Australia,Solar,1367,1403.56233,297,17.98,19.21,62.81
2022,July,Australia,Wind,4995,4542.851179,61,50.96,13.82,35.22
2022,July,Australia,Coal,3187,3221.311826,7054,8.53,45.24,46.23
2022,July,Australia,Hydro,1840,1824.568634,378,25.07,11.15,63.78
2022,July,Australia,Nuclear,2431,2284.00761,395,7.25,14.68,78.08
2022,July,Australia,Oil,1215,1105.924988,2125,9.45,89.26,1.29
2022,July,Australia,Gas,2015,1840.87426,1539,7.37,47.84,44.79
2022,August,USA,Solar,1179,1094.714765,370,55.67,14.03,30.29
2022,August,USA,Wind,1984,1837.441456,356,66.56,14.04,19.4
2022,August,USA,Coal,80,75.71041795,968,0.19,72.41,27.4
2022,August,USA,Hydro,1000,929.6695726,26,59.4,5.41,35.19
2022,August,USA,Nuclear,2900,2761.918962,121,8.87,15.95,75.19
2022,August,USA,Oil,2765,2801.39735,7915,1.58,65.42,33.01
2022,August,USA,Gas,1228,1330.384458,4973,1.7,52.98,45.32
2022,August,China,Solar,2109,2235.870444,188,66.85,19.19,13.95
2022,August,China,Wind,1082,1012.170155,319,52.09,7.78,40.13
2022,August,China,Coal,4736,4828.474182,4651,0.19,37.64,62.17
2022,August,China,Hydro,1548,1678.679886,120,25.8,5.56,68.64
2022,August,China,Nuclear,283,278.9731568,244,3.72,8.66,87.62
2022,August,China,Oil,4183,4115.79784,2067,2.54,38.34,59.12
2022,August,China,Gas,611,620.5026468,2029,7.98,55.98,36.03
2022,August,Germany,Solar,1725,1646.573583,151,53.38,12,34.62
2022,August,Germany,Wind,1701,1826.350969,203,32.65,16.33,51.01
2022,August,Germany,Coal,4935,5121.177109,2712,3.5,48.8,47.7
2022,August,Germany,Hydro,1546,1644.181023,168,68.75,10.34,20.9
2022,August,Germany,Nuclear,1894,1768.917452,104,9.91,11.68,78.42
2022,August,Germany,Oil,1096,1042.051375,498,7.33,46.15,46.52
2022,August,Germany,Gas,4526,4567.175872,7388,9.71,55.47,34.82
2022,August,India,Solar,218,214.5639442,493,60.09,14.44,25.47
2022,August,India,Wind,303,326.6318005,306,30.91,6.79,62.29
2022,August,India,Coal,2933,2698.061382,2225,0.99,54.95,44.06
2022,August,India,Hydro,2426,2365.692457,387,23.91,9,67.1
2022,August,India,Nuclear,134,127.5711083,311,4.46,15.42,80.12
2022,August,India,Oil,680,692.85858,7968,6.74,30.47,62.8
2022,August,India,Gas,3350,3315.816449,7903,6.27,88.77,4.96
2022,August,Brazil,Solar,1698,1805.822408,255,62.65,11.39,25.96
2022,August,Brazil,Wind,3525,3807.511696,73,24.26,13.18,62.57
2022,August,Brazil,Coal,4184,4137.069493,929,5.54,72.32,22.14
2022,August,Brazil,Hydro,2698,2837.256461,88,61.02,7.61,31.37
2022,August,Brazil,Nuclear,2129,2034.279368,402,4,19.79,76.22
2022,August,Brazil,Oil,3701,3600.548017,7807,3.07,84.31,12.62
2022,August,Brazil,Gas,4880,4531.177653,7434,0.81,67.63,31.56
2022,August,UK,Solar,698,667.1928108,104,7.09,7,85.91
2022,August,UK,Wind,1595,1503.246239,441,31.11,17.45,51.44
2022,August,UK,Coal,1326,1411.601618,6559,7.03,40.96,52.01
2022,August,UK,Hydro,205,197.3935421,474,44.22,10.84,44.94
2022,August,UK,Nuclear,1823,1666.586994,65,1.66,11.04,87.3
2022,August,UK,Oil,4453,4230.065354,4417,7.61,58.95,33.44
2022,August,UK,Gas,3942,4091.381222,5916,4.16,77.22,18.63
2022,August,Russia,Solar,1211,1174.097218,39,8.47,10.98,80.55
2022,August,Russia,Wind,3711,3680.276542,30,25.04,18.27,56.69
2022,August,Russia,Coal,1965,1970.536142,402,5.44,80.43,14.13
2022,August,Russia,Hydro,3295,3590.848742,259,27.07,10.03,62.9
2022,August,Russia,Nuclear,4828,4348.614964,203,8.55,10.72,80.73
2022,August,Russia,Oil,3231,3313.520007,1098,8.04,78,13.96
2022,August,Russia,Gas,470,503.3291259,2375,7.09,60.43,32.48
2022,August,Japan,Solar,4176,3816.429683,202,28.91,10.05,61.04
2022,August,Japan,Wind,4572,4881.376103,24,67.65,8,24.35
2022,August,Japan,Coal,2679,2893.975832,1157,3.5,43.46,53.04
2022,August,Japan,Hydro,1845,1898.62707,432,43.62,15.62,40.76
2022,August,Japan,Nuclear,3147,3116.806784,336,8.1,12.22,79.68
2022,August,Japan,Oil,3762,3612.721287,4403,0.43,37.31,62.26
2022,August,Japan,Gas,1355,1477.811113,7899,7.12,80.52,12.36
2022,August,France,Solar,831,874.3882358,402,41.71,17.91,40.37
2022,August,France,Wind,3750,3742.762831,361,60.16,11.21,28.63
2022,August,France,Coal,1732,1601.351769,962,4.32,78.5,17.18
2022,August,France,Hydro,2958,2865.537116,394,37.2,6.5,56.29
2022,August,France,Nuclear,2182,2316.578093,488,4.44,6.31,89.26
2022,August,France,Oil,88,79.84728915,7169,1.52,68.83,29.65
2022,August,France,Gas,3043,3086.747743,473,8.11,36.54,55.35
2022,August,Canada,Solar,1163,1254.769737,360,53.09,12.65,34.26
2022,August,Canada,Wind,3173,3068.360717,301,39.16,12.93,47.91
2022,August,Canada,Coal,1438,1386.48549,5490,2.94,82.37,14.69
2022,August,Canada,Hydro,565,538.5353347,307,13.5,8.23,78.28
2022,August,Canada,Nuclear,3816,4138.586192,120,8.36,19.25,72.39
2022,August,Canada,Oil,4428,4319.554227,6910,6.36,86.27,7.38
2022,August,Canada,Gas,848,768.8634875,5368,8.38,81.33,10.29
2022,August,South Korea,Solar,475,447.1187507,226,28.54,8.26,63.19
2022,August,South Korea,Wind,3441,3308.177526,456,64.66,7.09,28.25
2022,August,South Korea,Coal,2137,2273.396257,2684,0.65,33,66.35
2022,August,South Korea,Hydro,4795,5044.875233,297,35.16,11.75,53.09
2022,August,South Korea,Nuclear,2625,2850.197036,499,0.78,7.18,92.05
2022,August,South Korea,Oil,2807,2705.750403,480,8.56,71.66,19.77
2022,August,South Korea,Gas,4621,4604.08699,948,1.23,79.35,19.43
2022,August,Australia,Solar,4336,4533.108036,225,6.57,10.74,82.69
2022,August,Australia,Wind,4731,4639.192863,261,23.6,8.78,67.62
2022,August,Australia,Coal,388,394.2404497,178,9.51,75.73,14.76
2022,August,Australia,Hydro,4707,4287.48032,90,69.92,10.58,19.5
2022,August,Australia,Nuclear,877,939.8556521,414,8.92,18.71,72.38
2022,August,Australia,Oil,2015,2128.543581,2941,3.05,71.75,25.2
2022,August,Australia,Gas,4876,4615.594501,2292,3.97,54.96,41.07
2022,September,USA,Solar,295,283.7645918,346,42.62,10.46,46.92
2022,September,USA,Wind,3083,2897.006598,359,22.63,19.21,58.16
2022,September,USA,Coal,407,371.0859957,5244,0.98,56.81,42.2
2022,September,USA,Hydro,2646,2683.437588,341,61.21,18.28,20.51
2022,September,USA,Nuclear,1032,997.9144747,40,1.17,7.7,91.13
2022,September,USA,Oil,911,920.4115863,5894,4.96,36.4,58.65
2022,September,USA,Gas,1672,1554.42007,2757,3.82,65.66,30.51
2022,September,China,Solar,3528,3355.750964,299,60.66,6.76,32.58
2022,September,China,Wind,2879,2914.154225,340,18.4,11.04,70.56
2022,September,China,Coal,616,570.9900087,5336,2.53,48.68,48.79
2022,September,China,Hydro,3915,4113.302219,485,37.07,13.58,49.34
2022,September,China,Nuclear,1766,1657.401566,296,5.62,8.97,85.41
2022,September,China,Oil,4307,4304.137803,2082,3.07,58.51,38.42
2022,September,China,Gas,4166,4420.332706,7600,6.23,68.66,25.1
2022,September,Germany,Solar,1001,1086.913074,456,25.95,11.57,62.48
2022,September,Germany,Wind,900,988.9975805,177,15.7,5.08,79.21
2022,September,Germany,Coal,3096,2937.524089,4611,7.15,32.2,60.65
2022,September,Germany,Hydro,2897,3034.173078,458,42.9,19.04,38.06
2022,September,Germany,Nuclear,2945,3127.711245,136,0.85,19.16,79.99
2022,September,Germany,Oil,2037,2116.147532,4953,8.17,82.11,9.72
2022,September,Germany,Gas,4810,4938.956589,5364,7.07,83.58,9.35
2022,September,India,Solar,2460,2218.108071,152,67.69,7.27,25.04
2022,September,India,Wind,2336,2245.366052,14,7.76,7.4,84.84
2022,September,India,Coal,3144,3015.776418,5100,9.75,72.26,17.98
2022,September,India,Hydro,4765,4923.711148,161,52.59,16.09,31.32
2022,September,India,Nuclear,3297,3250.74729,373,4.23,17.69,78.08
2022,September,India,Oil,1087,1137.603945,2974,4.7,82.32,12.98
2022,September,India,Gas,155,160.3679827,3040,3.95,40.63,55.42
2022,September,Brazil,Solar,3545,3455.28613,225,63.23,13.67,23.1
2022,September,Brazil,Wind,3980,3623.189402,493,50.65,19.5,29.85
2022,September,Brazil,Coal,1352,1471.209503,354,4.34,63.51,32.15
2022,September,Brazil,Hydro,883,833.904325,258,19.4,16.35,64.25
2022,September,Brazil,Nuclear,149,136.8542029,317,6.57,11.55,81.89
2022,September,Brazil,Oil,3208,3008.133933,3952,2.9,50.38,46.71
2022,September,Brazil,Gas,504,478.1290635,6777,0.42,57.24,42.34
2022,September,UK,Solar,2715,2986.006287,339,39.66,6.5,53.84
2022,September,UK,Wind,4664,4789.02355,55,11.07,7.59,81.34
2022,September,UK,Coal,1687,1662.181124,4828,9.82,33.78,56.4
2022,September,UK,Hydro,1940,2122.317841,130,68.28,9.32,22.4
2022,September,UK,Nuclear,416,447.6782816,387,9.02,16.85,74.12
2022,September,UK,Oil,585,588.7406929,4142,7.92,75.49,16.59
2022,September,UK,Gas,1774,1890.351098,549,8.09,86.31,5.6
2022,September,Russia,Solar,3273,3339.76121,225,6.35,14.43,79.21
2022,September,Russia,Wind,197,195.2037442,442,26.57,14.37,59.06
2022,September,Russia,Coal,2845,2648.44692,4036,4.27,68.09,27.64
2022,September,Russia,Hydro,3842,3549.82891,178,19.08,7.55,73.37
2022,September,Russia,Nuclear,4652,4977.326807,170,2.44,9.47,88.09
2022,September,Russia,Oil,3623,3727.715442,5694,6.75,33.34,59.91
2022,September,Russia,Gas,1226,1225.806661,4980,2.41,57.63,39.96
2022,September,Japan,Solar,3612,3750.569747,35,49.97,14.95,35.08
2022,September,Japan,Wind,2838,2940.83354,181,31.13,19.36,49.51
2022,September,Japan,Coal,3429,3413.828256,3144,1.02,54.89,44.1
2022,September,Japan,Hydro,3086,3149.761623,389,62.45,14.24,23.31
2022,September,Japan,Nuclear,4931,5413.433423,484,0.48,13.51,86.01
2022,September,Japan,Oil,2824,3017.302566,7200,6.86,49.09,44.05
2022,September,Japan,Gas,3509,3229.964565,4592,8.71,30.25,61.04
2022,September,France,Solar,489,523.8806649,320,20.52,15.35,64.14
2022,September,France,Wind,4866,5173.125512,417,15.57,10.82,73.61
2022,September,France,Coal,4235,4163.91149,1794,8.9,84.95,6.14
2022,September,France,Hydro,2385,2236.123506,134,60.87,18.87,20.26
2022,September,France,Nuclear,152,142.0710341,196,2.72,13.24,84.04
2022,September,France,Oil,3587,3718.918363,2574,0.49,71.66,27.85
2022,September,France,Gas,2612,2792.932603,2536,0.88,72.3,26.82
2022,September,Canada,Solar,1139,1035.456842,334,60.07,9.65,30.29
2022,September,Canada,Wind,4213,4548.453876,222,34.45,18.17,47.39
2022,September,Canada,Coal,3361,3440.774484,5784,7.52,35.7,56.78
2022,September,Canada,Hydro,2704,2642.973637,141,59.7,11.47,28.83
2022,September,Canada,Nuclear,247,223.6992233,93,4.68,9.13,86.2
2022,September,Canada,Oil,1326,1233.540924,4418,5.32,36.43,58.25
2022,September,Canada,Gas,1414,1393.948853,570,2.76,40.51,56.73
2022,September,South Korea,Solar,2104,1901.636977,240,11.53,7.33,81.14
2022,September,South Korea,Wind,1009,1050.914391,127,68.55,5.07,26.38
2022,September,South Korea,Coal,1393,1339.320795,7297,0.71,62.46,36.83
2022,September,South Korea,Hydro,2949,2701.30321,398,51.8,6.27,41.93
2022,September,South Korea,Nuclear,426,394.2501157,371,8.7,11.73,79.57
2022,September,South Korea,Oil,1060,978.4417471,7780,3.29,83.16,13.55
2022,September,South Korea,Gas,3907,4199.385997,7268,6.24,34.36,59.4
2022,September,Australia,Solar,3228,3492.666989,139,9.6,11,79.39
2022,September,Australia,Wind,2947,3050.584253,382,68.33,11.59,20.08
2022,September,Australia,Coal,4916,5080.857029,1189,5.65,56.87,37.47
2022,September,Australia,Hydro,4771,4773.288675,263,6.96,19.37,73.67
2022,September,Australia,Nuclear,4577,4387.03073,21,8.51,13.36,78.13
2022,September,Australia,Oil,2291,2152.069239,7811,3.58,80.66,15.76
2022,September,Australia,Gas,4351,4548.04927,4099,7.31,89.6,3.09
2022,October,USA,Solar,820,870.5874875,382,12.03,14.61,73.35
2022,October,USA,Wind,4980,5129.764098,147,52.23,12.65,35.12
2022,October,USA,Coal,991,1052.604631,6596,2.26,31.04,66.7
2022,October,USA,Hydro,1611,1518.340027,428,42.62,14.7,42.68
2022,October,USA,Nuclear,4196,3803.077454,180,3.31,19.66,77.03
2022,October,USA,Oil,1976,1906.066825,5045,0.68,55.08,44.24
2022,October,USA,Gas,2776,3030.181289,1350,9.2,73.44,17.36
2022,October,China,Solar,1903,1921.219631,338,48.62,5.49,45.89
2022,October,China,Wind,952,962.2390575,391,18.72,6.11,75.17
2022,October,China,Coal,2606,2373.472934,5380,5.66,66.73,27.61
2022,October,China,Hydro,2071,1965.175005,243,60.19,14.25,25.56
2022,October,China,Nuclear,4036,3911.105572,404,8.73,16.14,75.13
